區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,-3,-36,-52,-74,-1,33,13,74,52,36,76,111
羅東鎮,-59,-68,-103,-74,-111,-74,-97,-5,-83,43,7,116
蘇澳鎮,-22,-29,-99,-24,68,44,25,22,-59,-2,-21,3
頭城鎮,-22,-21,-17,8,56,45,28,-13,10,50,10,2
礁溪鄉,-15,-12,-58,-89,35,21,20,32,-21,8,10,30
壯圍鄉,-21,-22,4,23,28,18,46,19,-1,30,3,-2
員山鄉,-14,-2,-65,-42,18,13,25,41,27,11,16,45
冬山鄉,19,17,-58,-43,-6,23,33,9,1,26,56,21
五結鄉,-15,0,-78,-40,48,15,80,95,50,45,10,35
三星鄉,-11,6,32,10,57,32,56,11,31,-3,4,13
大同鄉,3,7,24,1,24,17,27,-21,18,-4,-9,-44
南澳鄉,-7,-13,-2,8,-1,17,36,11,20,5,-3,4
總計,-167,-173,-472,-336,215,204,292,275,45,245,159,334
