區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,127,97,86,88,83,83,82,38,-34,30,-32,37
羅東鎮,160,43,64,78,14,-30,11,-114,-14,-40,15,28
蘇澳鎮,28,-52,-17,17,-43,21,10,13,-15,-37,5,-28
頭城鎮,8,14,-6,22,-45,-13,29,8,-3,14,7,-11
礁溪鄉,33,12,33,31,9,52,59,45,22,19,36,0
壯圍鄉,29,-26,56,19,41,-48,-5,40,13,-10,5,-19
員山鄉,4,24,40,7,41,43,48,89,54,16,27,33
冬山鄉,78,94,62,58,93,19,97,46,95,51,14,-10
五結鄉,41,64,31,14,65,72,88,55,-21,31,-15,60
三星鄉,40,19,22,-11,4,11,7,64,14,40,26,2
大同鄉,-12,-32,-23,-17,-7,-10,-2,8,-6,-7,7,0
南澳鄉,-4,-7,-14,-13,0,3,4,-3,1,0,-5,-16
總計,532,250,334,293,255,203,428,289,106,107,90,76
