區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,10,-24,21,41,5,20,73,-28,-15,1,-1,11
羅東鎮,51,-15,-20,27,62,19,-105,7,-72,-71,-53,-58
蘇澳鎮,-15,-15,-30,-22,-43,11,-7,13,-18,-34,-26,6
頭城鎮,-18,6,4,-27,9,15,2,-23,-4,-12,-9,6
礁溪鄉,1,-50,-55,6,44,-19,-9,27,15,-41,-12,-6
壯圍鄉,-44,-19,-12,-23,-23,0,-22,7,-26,-2,26,-9
員山鄉,35,-24,-44,-25,-12,-3,51,14,3,-24,19,2
冬山鄉,11,14,30,0,15,-16,45,-11,31,27,47,17
五結鄉,-22,-20,30,33,3,53,22,35,36,1,7,56
三星鄉,-14,18,-11,12,-32,5,14,16,3,-12,7,18
大同鄉,-13,7,0,-21,0,-7,-8,-16,-8,-1,-1,-7
南澳鄉,-32,-14,-13,-24,1,-20,-44,5,-10,2,-11,2
總計,-50,-136,-100,-23,29,58,12,46,-65,-166,-7,38
