區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
屏東市,-10,-50,-39,-66,-102,-29,-108,-44,-120,-30,-80,-16
潮州鎮,-1,39,28,16,21,-11,-17,75,-36,3,10,-5
東港鎮,-21,-34,-12,32,-32,-19,-28,7,-6,-19,11,-28
恆春鎮,29,-2,-8,24,-35,-2,38,1,-6,24,-6,-3
萬丹鄉,-42,-5,-31,-55,-28,-23,13,-26,-22,-31,-30,-37
長治鄉,-29,-23,-7,-2,20,16,18,-23,18,-34,-12,13
麟洛鄉,4,-6,-27,-20,-15,14,16,10,10,-6,7,-15
九如鄉,-20,-1,-4,16,-13,-1,-9,10,24,-22,1,-1
里港鄉,0,-4,-5,-19,49,42,-24,-7,0,16,12,51
鹽埔鄉,-5,-1,-56,-18,-19,-21,-7,2,-20,-13,-1,-8
高樹鄉,-20,-13,-36,-36,-23,-22,13,-13,-1,18,-13,-12
萬巒鄉,-25,-3,-13,17,-11,6,14,-10,-7,-2,-3,16
內埔鄉,-18,-25,-27,-22,7,12,-11,-48,-59,-10,-6,5
竹田鄉,-37,-14,-21,1,-25,20,-10,29,7,1,-19,-12
新埤鄉,-10,-8,-23,-25,-26,-7,-4,-15,12,-1,5,0
枋寮鄉,7,-2,-2,-23,-16,-28,-36,-45,-31,-13,-9,-8
新園鄉,-48,-23,-52,-43,-39,-19,16,-60,-26,-17,-5,-23
崁頂鄉,-13,-16,-12,-15,-15,-21,-26,-28,-14,1,5,-1
林邊鄉,-28,-28,-38,3,-19,5,-8,-20,-31,-15,-36,-18
南州鄉,-22,1,-26,-7,-6,4,-4,-16,-21,-6,0,-10
佳冬鄉,-7,3,-11,-16,-12,-14,-23,-25,-12,-33,-23,-12
琉球鄉,-27,-10,-56,-28,-14,-8,-17,-10,-4,32,3,-7
車城鄉,-27,-8,-20,12,-13,4,4,-16,-14,-16,-6,-18
滿州鄉,-14,2,9,-13,8,-9,-15,9,-12,2,-11,-17
枋山鄉,-14,-13,-16,-17,0,-1,-4,-3,4,14,-5,-6
三地門鄉,-19,-4,-8,-4,-9,-11,8,-24,2,-5,-1,-5
霧臺鄉,-15,0,-9,-22,-5,-10,-7,-13,0,-5,-5,-1
瑪家鄉,-18,1,-9,-7,-8,-11,16,38,15,3,16,3
泰武鄉,-22,1,-12,-4,-15,-5,-5,-15,-6,-1,-5,-6
來義鄉,-2,-18,-20,-31,-6,3,-5,3,7,-4,5,-3
春日鄉,2,-17,-7,-10,-6,-14,-1,-6,-3,5,-6,8
獅子鄉,-9,-3,-15,-9,-11,-1,-5,-5,-4,2,-6,-9
牡丹鄉,-6,-6,-4,-9,-10,-15,6,-14,-2,-17,-2,5
總計,-487,-290,-589,-400,-428,-176,-212,-302,-358,-179,-215,-180
