區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
屏東市,-81,-74,95,21,75,-4,-5,29,-106,-55,52,39
潮州鎮,40,-6,88,46,-21,57,13,54,-47,-33,-10,32
東港鎮,-29,-55,-10,9,-10,-7,-61,-44,-44,-10,-35,8
恆春鎮,-23,-16,18,-45,0,-38,-11,9,-2,-6,-25,10
萬丹鄉,-2,0,-5,33,29,5,-7,28,-14,-18,-26,5
長治鄉,-27,-8,-40,1,12,21,35,-4,28,51,-1,-15
麟洛鄉,8,-10,-5,6,-4,-16,-1,11,-10,-14,-8,-15
九如鄉,9,-25,-22,-9,7,29,-1,8,6,5,-8,5
里港鄉,-23,-16,-23,18,-1,-21,-41,-25,-11,-12,-1,22
鹽埔鄉,-29,-17,-43,-37,-24,-5,-16,-31,-14,15,-11,-21
高樹鄉,-27,-11,-54,-34,-13,5,-3,-14,-7,-9,14,3
萬巒鄉,-18,-6,4,-10,-12,12,-3,-4,-16,12,-6,14
內埔鄉,9,-6,-39,26,12,-17,-33,-22,-20,-38,7,1
竹田鄉,-21,1,-21,-18,-22,-1,-25,-7,-11,8,-9,-24
新埤鄉,-40,-11,-55,-23,-24,-8,-10,-16,4,-4,-3,-3
枋寮鄉,-28,-15,-17,1,-3,-12,-2,-6,-9,-1,-7,-25
新園鄉,-20,-29,-32,-10,-16,-9,24,-29,-42,-4,-23,-15
崁頂鄉,0,-6,-53,-11,20,-27,-30,-25,35,5,15,24
林邊鄉,-14,-1,-20,-6,-8,-4,-19,-19,-12,-6,-6,-4
南州鄉,-21,-1,-8,-11,-6,-17,3,9,11,-9,4,-20
佳冬鄉,-27,-9,-7,-14,-27,-23,-8,1,-16,-9,1,-5
琉球鄉,-14,-11,-14,-11,-6,-42,-14,6,-6,16,1,4
車城鄉,-20,-22,-15,-22,15,23,-26,12,-8,-9,-3,-8
滿州鄉,-48,-18,-17,-34,-15,-12,-36,-20,-18,-1,0,-6
枋山鄉,-18,-19,-4,-10,-9,-7,0,-12,0,-10,-3,0
三地門鄉,-3,12,-7,-9,-8,-4,0,-18,1,2,12,-4
霧臺鄉,-6,-9,-5,-8,-12,-16,6,1,-5,1,-4,2
瑪家鄉,-13,-1,-10,-16,-19,2,3,5,7,16,1,7
泰武鄉,2,0,-13,4,5,-16,9,17,-2,8,2,-3
來義鄉,5,5,-2,-21,-5,4,-5,11,1,-3,-6,0
春日鄉,-8,12,4,-5,2,21,9,6,-7,0,-2,3
獅子鄉,-13,19,-6,-1,-9,-18,-11,-9,-3,14,6,3
牡丹鄉,-7,4,-9,-17,-16,-6,-6,-11,-6,-10,-4,-5
總計,-507,-349,-347,-217,-113,-151,-272,-109,-343,-108,-86,9
