區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
屏東市,-27,-68,132,57,-28,-82,-65,9,-115,-3,-34,-77
潮州鎮,15,-30,-34,-113,-60,10,-40,32,-24,-9,8,-10
東港鎮,-23,22,31,-18,-8,-16,-46,4,-29,-25,-27,2
恆春鎮,16,13,25,3,34,-17,7,-8,9,0,-23,33
萬丹鄉,-8,-7,-52,-12,-13,-2,-30,-34,-35,18,-13,-54
長治鄉,5,-17,-66,-39,-9,23,7,-30,7,-12,16,-27
麟洛鄉,6,15,-11,32,32,-1,29,9,-16,-24,0,-19
九如鄉,8,-8,16,13,12,29,-11,-19,16,2,1,-35
里港鄉,-34,3,-39,-49,-63,5,-33,-58,-39,-23,-32,-9
鹽埔鄉,-31,-20,-47,-15,12,-2,-18,1,-8,-13,2,-16
高樹鄉,6,1,-21,-5,30,-6,7,13,19,-8,10,-33
萬巒鄉,3,-17,33,-3,30,26,21,4,5,11,11,13
內埔鄉,9,-13,-52,-28,-81,35,-71,16,-34,0,18,-25
竹田鄉,10,12,-29,6,27,58,46,-10,1,25,-18,-21
新埤鄉,-2,20,6,175,-2,-3,-16,-12,-1,-9,-15,-31
枋寮鄉,1,-1,-10,-1,13,-4,11,-21,-34,12,-23,-43
新園鄉,-21,-35,-66,2,16,-32,-7,-5,-29,1,-12,-48
崁頂鄉,-29,-31,-66,-7,-4,4,-11,-14,7,7,15,-9
林邊鄉,-25,-20,-3,-43,-21,-16,-6,-16,-22,-6,-23,-20
南州鄉,-9,22,8,-11,-6,10,23,1,-5,-4,4,-9
佳冬鄉,-5,-21,-5,8,-7,-20,-9,-11,14,-2,-7,-16
琉球鄉,-14,5,-12,3,39,33,31,-5,10,3,-9,-17
車城鄉,5,13,28,39,54,15,4,-14,-1,-5,-3,-31
滿州鄉,24,21,49,63,48,16,67,-9,5,6,-18,-62
枋山鄉,-6,2,-1,17,52,8,29,5,-3,12,-14,-21
三地門鄉,10,6,8,20,6,-3,10,-13,31,-2,6,-2
霧臺鄉,7,20,33,31,7,12,39,0,1,-1,-5,-15
瑪家鄉,0,15,3,0,22,14,25,16,2,0,4,-8
泰武鄉,2,12,17,46,43,-10,14,-23,6,14,-3,-11
來義鄉,-18,-10,-9,8,3,2,13,12,-11,3,-7,-5
春日鄉,7,11,7,2,0,5,-4,-4,1,8,4,3
獅子鄉,15,30,49,26,27,14,46,7,9,5,-20,-34
牡丹鄉,16,5,2,33,30,6,19,-5,0,-3,-6,-4
總計,-87,-50,-76,240,235,111,81,-182,-263,-22,-213,-661
