區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
屏東市,-149,-31,55,14,32,-73,-68,-51,-120,-79,-173,-46
潮州鎮,18,62,53,42,21,39,99,-5,-77,-38,-20,6
東港鎮,-22,-41,-36,14,-25,-9,-20,2,-54,-33,-5,3
恆春鎮,-19,-35,-10,-42,-12,-7,10,-17,-18,7,-13,-26
萬丹鄉,-13,-10,6,35,20,24,-13,-45,-8,-20,-12,-28
長治鄉,34,10,25,29,-1,21,29,-3,12,-7,-24,-5
麟洛鄉,1,5,-21,5,-5,-4,-6,-19,-17,-15,1,9
九如鄉,-3,17,4,20,-12,48,-23,17,-28,31,2,-7
里港鄉,-7,-34,-28,-7,-17,2,7,19,-42,-13,-4,34
鹽埔鄉,2,-15,-40,-34,-8,-3,11,-26,-29,-8,5,-41
高樹鄉,-21,5,-26,-11,29,9,9,-3,-13,-17,-3,-2
萬巒鄉,-4,-20,-44,-37,4,-8,-18,20,-23,-2,-17,-11
內埔鄉,23,19,28,-10,-20,0,30,19,-18,4,79,26
竹田鄉,-16,-19,-5,-2,-19,-10,-1,-14,-1,-5,-23,-12
新埤鄉,3,-13,-16,-17,-13,16,-9,-15,-7,-13,3,-18
枋寮鄉,-35,-23,-12,26,-24,13,-13,-6,-28,-5,-4,-43
新園鄉,-49,1,-40,-48,-28,-26,5,-16,-12,-53,-26,-35
崁頂鄉,-7,-30,-9,-39,-5,-7,-6,35,61,45,-3,5
林邊鄉,-36,-37,-7,-11,-12,-4,-31,-17,-18,-8,-14,-18
南州鄉,-6,-28,-18,10,-7,6,-7,-5,4,-10,0,0
佳冬鄉,-11,5,-5,0,-5,-18,-3,-26,-10,-4,-14,0
琉球鄉,-12,-18,9,-34,-10,-9,-11,-2,12,-5,5,9
車城鄉,-3,-7,-23,6,16,10,-1,-3,-22,8,2,2
滿州鄉,-10,-25,-23,-11,-10,-14,-12,2,-5,0,-9,-2
枋山鄉,-4,-9,-4,-22,-1,-8,-4,-1,-2,5,2,8
三地門鄉,-8,-10,3,-2,6,-4,-1,-10,4,7,12,-1
霧臺鄉,1,1,-11,-7,-6,3,-5,-1,-5,-4,0,-7
瑪家鄉,-1,2,-18,-15,1,-12,3,12,-7,2,2,10
泰武鄉,4,-12,0,-2,-6,-9,-9,-14,10,-10,0,-10
來義鄉,9,19,-31,4,4,1,-9,-1,16,-1,2,2
春日鄉,2,-14,2,-6,-7,7,-5,2,6,-3,9,-2
獅子鄉,3,-4,-12,-17,-2,-12,-6,-1,-6,7,-5,-9
牡丹鄉,-4,12,0,-3,-16,11,-6,3,17,0,7,3
總計,-340,-277,-254,-172,-138,-27,-84,-170,-428,-237,-238,-206
