區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
屏東市,-77,-47,56,-42,-40,-49,-11,-61,-104,-44,-8,8
潮州鎮,12,-9,25,27,-18,22,22,-42,-69,-64,7,-16
東港鎮,-16,15,15,-21,1,11,-15,-58,0,-16,-44,-9
恆春鎮,-37,-34,12,-33,-2,-11,11,13,-14,31,41,18
萬丹鄉,-16,-25,-26,-13,-8,10,0,-3,-26,-33,-20,12
長治鄉,0,-11,-34,-17,-14,16,20,32,18,20,-10,-26
麟洛鄉,5,19,-8,13,1,9,0,7,-6,-3,-6,4
九如鄉,20,16,23,10,-16,13,-1,30,-7,1,-10,33
里港鄉,-6,-54,-80,-36,-43,-45,-64,-57,-15,-33,-26,-61
鹽埔鄉,-4,-26,-28,-11,22,8,-12,3,-29,-16,-17,-5
高樹鄉,5,-6,-6,-8,-13,5,3,-18,9,17,-3,-1
萬巒鄉,-5,27,16,7,3,6,-10,7,10,-3,-8,-2
內埔鄉,4,-24,-24,-5,-19,-15,3,19,-17,-2,-12,-20
竹田鄉,-9,-20,-3,1,7,-23,-2,-18,1,-2,13,1
新埤鄉,-7,4,10,-7,-27,4,6,16,55,31,22,-1
枋寮鄉,-9,-12,15,17,-20,-20,1,-20,-14,-12,0,1
新園鄉,-3,-29,-58,-17,-24,-18,11,-2,-2,-18,-6,-12
崁頂鄉,22,0,-14,-32,-23,-23,-18,-27,2,-1,0,-12
林邊鄉,-8,2,-49,-26,-3,12,-11,-13,4,-6,-27,-18
南州鄉,-6,4,-12,-14,-14,-6,12,-9,-13,-10,-11,4
佳冬鄉,-3,-16,-12,-6,-23,-8,-21,7,-2,-4,-14,-28
琉球鄉,14,-1,-21,-8,-8,-1,-13,4,-16,2,-16,7
車城鄉,-14,-6,-20,-9,14,21,0,5,-13,-4,-7,-9
滿州鄉,2,-10,2,6,0,-3,-2,8,8,10,23,6
枋山鄉,1,3,-16,1,-13,-16,-1,15,7,11,1,14
三地門鄉,3,-7,1,-7,-2,-15,6,-1,-2,4,-2,1
霧臺鄉,0,1,2,-11,-10,-4,-17,3,4,5,5,5
瑪家鄉,-9,1,-7,-6,-7,-7,3,-11,5,2,10,6
泰武鄉,-1,-11,-7,-3,-6,1,-1,4,7,3,19,2
來義鄉,1,13,-10,-12,-8,1,6,8,0,-3,-1,-11
春日鄉,-7,-1,4,4,-13,-7,12,13,9,2,4,8
獅子鄉,2,1,-16,-2,6,-19,-3,-8,0,19,2,2
牡丹鄉,7,10,27,7,3,-2,12,12,-3,9,7,3
總計,-139,-233,-243,-253,-317,-153,-74,-142,-213,-107,-94,-96
