區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
南投市,-22,23,-80,-43,-116,-36,-111,-9,-52,-36,-10,8
埔里鎮,-68,-66,6,-27,-26,-38,15,-93,-57,-40,-7,-10
草屯鎮,-65,-41,-63,-48,-61,-90,-81,-64,-7,-58,-38,-40
竹山鎮,4,3,-9,-27,-26,-6,15,-53,-64,-6,-38,-101
集集鎮,5,-5,18,16,11,-1,-19,-7,6,9,-19,-36
名間鄉,-47,-32,-45,-20,-20,-36,-21,-14,-22,-1,-42,-50
鹿谷鄉,4,3,-13,4,2,-7,-10,-19,-10,0,5,-2
中寮鄉,3,-6,-11,7,31,0,13,1,-20,-10,-13,-22
魚池鄉,3,-8,-28,7,32,-5,-1,-17,3,1,-14,-52
國姓鄉,-3,2,24,-2,0,10,-13,6,8,-7,-42,-12
水里鄉,-29,-1,-2,1,-19,-2,-1,-14,2,-19,-21,-38
信義鄉,-2,-3,-3,29,-14,9,20,-8,-3,2,-16,-34
仁愛鄉,7,27,32,33,-9,28,19,22,21,-14,0,-5
總計,-210,-104,-174,-70,-215,-174,-175,-269,-195,-179,-255,-394
