區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
南投市,30,-48,2,9,-62,-33,-127,-119,-145,-66,-35,-42
埔里鎮,-75,-28,-40,-59,8,15,-87,-90,-73,-33,-50,-23
草屯鎮,-19,14,-85,-73,-32,-69,-19,-37,-54,14,24,-14
竹山鎮,-83,-40,-20,-46,-35,-71,-11,-17,-50,-8,-26,-8
集集鎮,0,-10,-14,-40,-6,-11,-28,2,-21,-4,-9,7
名間鄉,-7,-7,-54,-8,-35,-23,4,-6,14,-23,-38,-21
鹿谷鄉,-2,-6,-32,-39,-31,-9,-10,-5,-17,-25,-2,-15
中寮鄉,-27,-10,-23,-17,-8,14,-18,-7,-12,9,-12,7
魚池鄉,8,21,-25,-22,-40,-18,5,-3,-11,-14,-20,-10
國姓鄉,-34,-3,-19,-42,-7,-26,-39,-7,-31,6,0,-14
水里鄉,-32,-19,-34,-55,-20,-19,-8,-20,-22,-24,-24,-11
信義鄉,-21,-28,-42,-45,-42,-36,-25,-25,-17,10,2,-16
仁愛鄉,1,-16,-43,-38,-45,-45,11,9,4,27,14,-6
總計,-261,-180,-429,-475,-355,-331,-352,-325,-435,-131,-176,-166
