區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
南投市,95,141,88,26,44,61,79,-5,6,32,-46,-9
埔里鎮,132,25,44,67,82,34,9,25,-41,-20,-46,16
草屯鎮,160,94,92,28,52,6,61,3,12,68,66,64
竹山鎮,29,6,34,37,43,-39,19,-26,1,-19,7,-29
集集鎮,10,-10,-6,-3,-14,-20,-6,-7,-7,0,15,6
名間鄉,0,-61,20,16,-10,-33,-35,-19,9,-27,-17,-11
鹿谷鄉,3,-30,-24,-27,-18,15,21,-10,-13,-5,1,-22
中寮鄉,-7,-21,-13,-6,-9,-18,-9,-22,-1,-10,-1,-25
魚池鄉,27,-16,1,-4,4,3,12,-9,-15,9,-16,-17
國姓鄉,-2,-33,-8,-11,-13,-39,-8,-7,1,-15,-1,-7
水里鄉,-3,-46,-24,-3,-10,-5,2,19,-39,2,-6,3
信義鄉,-3,8,-24,-20,-39,-31,-5,-16,-16,14,-5,8
仁愛鄉,-36,7,-14,-29,-66,-11,-14,-18,2,19,21,12
總計,405,64,166,71,46,-77,126,-92,-101,48,-28,-11
