區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
東區,129,80,157,43,49,91,14,-87,-283,-41,-68,-82
北區,17,51,80,11,-28,26,25,5,112,-27,-3,-2
香山區,-19,51,-6,-4,90,78,56,109,130,-15,-34,4
總計,127,182,231,50,111,195,95,27,-41,-83,-105,-80
