鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
斗六市,土地,溝子埧段柴裡小段1233地號,3090.0,,特定農業區,農牧用地,1041229,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5100000,1650.0,,0.0,0,,RPXNMLMJKHLFFAP98CA,0.0,0.0,0.0,,,105_02
斗六市,土地,溝子埧段柴裡小段1235地號,2640.0,,特定農業區,農牧用地,1041229,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5100000,1932.0,,0.0,0,,RPOOMLMJKHLFFAP18CA,0.0,0.0,0.0,,,105_02
斗六市,土地,咬狗段227-4地號,2074.72,,山坡地保育區,農牧用地,1040905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1507072,726.0,,0.0,0,,RPUNMLOLKHLFFAP09CA,0.0,0.0,0.0,,,105_02
斗南鎮,土地,石龜溪段892-1地號,131.25,,特定農業區,農牧用地,1050119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,195000,1486.0,,0.0,0,,RPPNMLQKKHLFFBP78CA,0.0,0.0,0.0,,,105_02
斗南鎮,房地(土地+建物),雲林縣斗南鎮田頭路２２０巷１７號,102.81,住,,,1041230,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040917.0,174.99,4,1,2,有,無,5500000,31430.0,,0.0,0,,RPRNMLPLKHLFFBP98CA,174.99,0.0,0.0,,,105_02
斗南鎮,房地(土地+建物),雲林縣斗南鎮田頭路２２０巷１５號,102.81,住,,,1030904,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040917.0,174.99,4,1,2,有,無,5500000,31430.0,,0.0,0,,RPSNMLPLKHLFFBP09CA,174.99,0.0,0.0,,,105_02
斗南鎮,房地(土地+建物),雲林縣斗南鎮田頭路２２０巷１９號,120.7,住,,,1030916,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040917.0,186.29,4,1,2,有,無,5800000,31134.0,,0.0,0,,RPTNMLPLKHLFFBP56CA,186.29,0.0,0.0,,,105_02
西螺鎮,土地,漢南段177-17地號,198.04,住,,,1050109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4792000,24197.0,,0.0,0,,RPRNMLOJKHLFFCP78CA,0.0,0.0,0.0,,,105_02
西螺鎮,房地(土地+建物),雲林縣西螺鎮源成路８６巷２號,183.72,商,,,1050126,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041126.0,287.84000000000003,5,2,5,有,無,11500000,39953.0,,0.0,0,,RPXNMLMLKHLFFCP76CA,257.16,26.02,0.0,,,105_02
西螺鎮,房地(土地+建物),雲林縣西螺鎮源成路７０號,96.97,商,,,1050126,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041126.0,195.78,3,2,4,有,無,12200000,62315.0,,0.0,0,,RPOOMLMLKHLFFCP58CA,173.1,18.02,0.0,,,105_02
西螺鎮,房地(土地+建物),雲林縣西螺鎮源成路８６巷６號,159.72,商,,,1050126,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041126.0,271.34000000000003,5,2,5,有,無,8000000,29483.0,,0.0,0,,RPPOMLMLKHLFFCP68CA,236.49,30.19,0.0,,,105_02
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮林森路一段３６０巷３５之１號十二樓,7.6,住,,,1041229,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840406.0,52.94,2,1,1,有,無,1100000,20778.0,,0.0,0,,RPQNMLOJKHLFFDP78CA,36.18,0.0,7.29,,,105_02
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮興中里清雲二路59之6號,189.66,住,,,1041020,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1040709.0,255.85,4,2,5,有,有,15000000,58628.0,,0.0,0,,RPRNMLQKKHLFFDP56CA,235.6,0.0,20.25,,,105_02
四湖鄉,土地,西鹿段409地號,3442.07,,一般農業區,農牧用地,1050115,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2124000,617.0,,0.0,0,,RPUNMLMJKHLFFEP09CA,0.0,0.0,0.0,,,105_02
