鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
台東市,房地(土地+建物),臺東縣臺東巿大業路１３２巷３號,758.0,工,,,1041228,土地1建物1車位0,一層,一層,工廠,見其他登記事項,見其他登記事項,881006.0,492.27,0,0,1,無,無,23000000,,,0.0,0,,RPSNMLMJKHLFFAV09CA,492.27,0.0,0.0,,,105_02
台東市,房地(土地+建物),臺東縣臺東巿勝利街１５８巷１０弄６號,15.33,住,,,1050111,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,871014.0,88.32000000000001,3,1,1,有,無,3250000,36798.0,,0.0,0,,RPPOMLMJKHLFFAV88CA,56.25,0.0,7.98,,,105_02
台東市,土地,岩灣段350地號,184.45,住,,,1041228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,37951.0,,0.0,0,,RPQNMLNJKHLFFAV98CA,0.0,0.0,0.0,,,105_02
台東市,土地,建成段168地號,101.5,住,,,1050113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1535187,15125.0,,0.0,0,,RPQOMLNJKHLFFAV09CA,0.0,0.0,0.0,,,105_02
長濱鄉,土地,長光段469-3地號,459.87,,鄉村區,乙種建築用地,1050122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,6524.0,,0.0,0,,RPSNMLPJKHLFFBV86CA,0.0,0.0,0.0,,,105_02
關山鎮,土地,新福段43-1地號,19.03,,鄉村區,乙種建築用地,1050125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,10510.0,,0.0,0,因鄰地占用而衍生之特殊交易。,RPPNMLMJKHLFFCV98CA,0.0,0.0,0.0,,,105_02
鹿野鄉,土地,大原段299-10地號,2337.0,,一般農業區,農牧用地,1050122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1075020,460.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLOJKHLFFCV66CA,0.0,0.0,0.0,,,105_02
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉大王村2鄰太峰路138號,83.49,住,,,1041230,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,720617.0,111.6,0,0,0,無,無,2100000,18817.0,,0.0,0,,RPRNMLLJKHLFFDV56CA,108.9,0.0,2.7,,,105_02
台東市,房地(土地+建物),臺東縣臺東巿精誠路2號10樓之10,9.58,住,,,1050122,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,840125.0,76.25999999999999,2,1,2,有,無,1800000,23603.0,,0.0,0,,RPRNMLMJKHLFFAV09DA,46.31,0.56,12.25,,,105_02
台東市,房地(土地+建物),臺東縣臺東巿仁八街112號一樓,45.08,住,,,1050103,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,721019.0,105.55,3,2,2,有,無,3300000,31265.0,,0.0,0,,RPUNMLOJKHLFFAV96DA,88.68,12.24,0.0,,,105_02
