鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段91號,17.52,商,,,1041012,土地1建物1車位2,一層,24,店面(店鋪),商業用,鋼筋混凝土造,,72.22,0,0,0,無,無,54090000,2028355,坡道平面,47.18,3300000,,RPTNMLLJKHLFFBB27CB,105_02
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段93號,17.89,商,,,1041012,土地1建物1車位2,一層,24,店面(店鋪),商業用,鋼筋混凝土造,,66.27,0,0,0,無,無,51980000,2550026,坡道平面,47.18,3300000,,RPUNMLLJKHLFFBB37CB,105_02
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段85號,17.14,商,,,1030921,土地1建物1車位1,一層,24,店面(店鋪),商業用,鋼筋混凝土造,,65.08,0,0,0,無,無,53620000,1261027,坡道平面,23.59,1300000,,RPWNMLLJKHLFFBB57CB,105_02
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段103號13樓之2,16.4,商,,,1030616,土地1建物1車位2,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.77,3,2,2,有,無,18250000,628304,坡道平面,47.18,2800000,,RPQOMLLJKHLFFBB07CB,105_02
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段95號,16.77,商,,,1030607,土地1建物1車位1,一層,24,店面(店鋪),商業用,鋼筋混凝土造,,59.5,0,0,0,無,無,37720000,1011417,坡道平面,23.59,1400000,,RPROMLLJKHLFFBB17CB,105_02
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段97號2F之1,23.11,商,,,1030921,土地1建物1車位2,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.05,4,2,3,有,無,26000000,480051,坡道平面,47.18,3500000,,RPSOMLLJKHLFFBB27CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟1樓,18.66,住,,,1030818,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.44,3,1,2,有,無,7450000,50731,坡道平面,21.24,1200000,,RPRNMLOLLHLFFHL66CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟2樓,18.66,住,,,1030609,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.47,3,1,2,有,無,7020000,47607,坡道平面,19.17,1150000,,RPSNMLOLLHLFFHL76CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟3樓,18.66,住,,,1040414,土地1建物1車位2,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.12,3,1,2,有,無,6900000,45418,坡道機械,18.82,1300000,,RPQNMLPLLHLFFHL66CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟4樓,18.66,住,,,1040130,土地1建物1車位2,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.12,3,1,2,有,無,7180000,47689,坡道機械,18.82,1300000,,RPUNMLPLLHLFFHL07CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟5樓,18.66,住,,,1031028,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.59,3,1,2,有,無,7590000,51804,坡道平面,21.24,1200000,,RPVNMLPLLHLFFHL17CB,105_02
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段115號A1棟6樓,18.35,住,,,1040630,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.76,3,1,2,有,無,6980000,50912,坡道機械,9.41,700000,,RPWNMLPLLHLFFHL27CB,105_02
