鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
名間鄉,土地,北田子段904地號,880.61,,鄉村區,乙種建築用地,1050122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8400000,9539.0,,0.0,0,,RPPOMLMJKHLFFAM97CA,0.0,0.0,0.0,,,105_02
名間鄉,房地(土地+建物),南投縣名間鄉華山街華山巷３５號,79.8,,鄉村區,乙種建築用地,1050106,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,900118.0,170.44,4,2,3,有,無,4250000,24935.0,,0.0,0,,RPSNMLOJKHLFFAM38CA,151.54,0.0,18.9,,,105_02
南投市,土地,新生段1600-2地號,91.95,住,,,1050106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1250000,13594.0,,0.0,0,,RPVNMLOJKHLFFAM68CA,0.0,0.0,0.0,,,105_02
南投市,土地,新生段1141-3地號,361.0,農,,,1050114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4300000,11911.0,,0.0,0,,RPQNMLPJKHLFFAM28CA,0.0,0.0,0.0,,,105_02
名間鄉,土地,南田子段254地號,84.33,,一般農業區,農牧用地,1050111,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,1423.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLQLKHLFFAM68CA,0.0,0.0,0.0,,,105_02
草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路３２４號,91.0,住,,,1050116,土地1建物1車位0,一層，二層，三層，騎樓,三層,店面(店鋪),住商用,鋼筋混凝土加強磚造,650830.0,211.23,4,2,5,有,無,8950000,42371.0,,0.0,0,,RPPOMLLJKHLFFBM97CA,211.23,0.0,0.0,,,105_02
草屯鎮,房地(土地+建物),南投縣草屯鎮富寮里富春路４８巷２６號二樓之１,31.06,住,,,1050121,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041016.0,93.66,2,2,1,有,有,4300000,45911.0,,0.0,0,,RPRNMLMJKHLFFBM18CA,52.14,1.81,9.48,,,105_02
國姓鄉,土地,福龜段48地號,204.13,,特定農業區,農牧用地,1041202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,60000,294.0,,0.0,0,共有人間買賣。,RPPNMLQJKHLFFCM48CA,0.0,0.0,0.0,,,105_02
竹山鎮,土地,鹿山段590-2地號,85.68,農,,,1050123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1347000,15721.0,,0.0,0,,RPPNMLNJKHLFFDM28CA,0.0,0.0,0.0,,,105_02
竹山鎮,土地,照鏡段892地號,2686.86,,一般農業區,農牧用地,1050104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7200000,2680.0,,0.0,0,,RPPNMLPKKHLFFDM58CA,0.0,0.0,0.0,,,105_02
水里鄉,土地,新車埕段331地號,339.14,,鄉村區,乙種建築用地,1041210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7181000,21174.0,,0.0,0,,RPPNMLOLKHLFFEM68CA,0.0,0.0,0.0,,,105_02
水里鄉,土地,新車埕段330地號,624.66,,鄉村區,乙種建築用地,1041220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13227000,21175.0,,0.0,0,,RPQNMLOLKHLFFEM78CA,0.0,0.0,0.0,,,105_02
水里鄉,房地(土地+建物),南投縣水里鄉城中村民權路273號,84.0,商,,,1041130,土地4建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,580214.0,316.36,4,2,3,有,無,2600000,8218.0,,0.0,0,包含公共設施保留地之交易。,RPQNMLPLLHLFFEM98CA,316.36,0.0,0.0,,,105_02
南投市,房地(土地+建物),南投縣南投巿中興路775巷15號,16.0,住,,,1050121,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,710830.0,44.27,4,2,2,有,無,2200000,49695.0,,0.0,0,含增建或未登記建物。,RPUNMLQLKHLFFAM09DA,44.26,0.0,0.0,,,105_02
埔里鎮,土地,東埔段908地號,982.21,,山坡地保育區,丙種建築用地,1050112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2751675,2802.0,,0.0,0,向政府機關承購之案件。,RPQNMLMJKHLFFCM28DA,0.0,0.0,0.0,,,105_02
國姓鄉,土地,北山坑段91-3地號,2818.0,,山坡地保育區,農牧用地,1050102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5600000,1987.0,,0.0,0,,RPTNMLPJKHLFFCM88DA,0.0,0.0,0.0,,,105_02
