區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,-101,-380,-333,-398,-411,-235,-364,-568,-573,-72,-261,-247
信義區,-297,-443,-568,-383,-528,-317,-393,-405,-450,-322,-395,-434
大安區,-102,-374,-457,-480,-537,-252,-539,-794,-701,-229,-394,-280
中山區,-153,-406,-424,-362,-353,-95,-177,-207,-375,-275,-363,-531
中正區,-259,-180,-78,-264,-311,-140,-395,-313,-503,-37,-179,-9
大同區,-130,-158,-178,-188,-209,-96,-327,-168,-319,-160,-142,-106
萬華區,-191,-366,-350,-358,-368,-324,-287,-218,-276,-328,-280,-274
文山區,-124,-348,-318,-476,-418,-257,-385,-391,-332,-195,-244,-355
南港區,-138,-143,-86,-86,-129,-66,-175,-131,-218,-167,-128,-231
內湖區,-316,-360,-343,-371,-428,-242,-374,-495,-415,-135,-281,-346
士林區,-178,-520,-487,-463,-510,-385,-404,-530,-551,-363,-299,-505
北投區,-203,-155,-236,-429,-518,-152,-275,-323,-351,-268,-282,-199
總計,"-2,192","-3,833","-3,858","-4,258","-4,720","-2,561","-4,095","-4,543","-5,064","-2,551","-3,248","-3,517"
