區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,-858,"-1,015","-1,491","-1,005",-805,-22,33,-47,-265,481,870,"1,174"
信義區,"-1,270",-805,"-1,238",-940,-671,-462,-95,140,204,452,668,854
大安區,-974,-710,"-1,287",-708,"-1,565","-3,447","-1,600",73,-301,"1,119","1,693","1,561"
中山區,"-1,003","-1,346","-1,244","-1,465",-577,127,182,120,177,655,865,"1,135"
中正區,-636,-593,"-1,065",-739,-445,90,-88,-126,-74,394,584,619
大同區,-508,-316,-639,-740,-58,11,-80,-81,84,344,251,335
萬華區,-597,-517,-903,-986,-123,-57,50,24,-10,191,278,109
文山區,-899,-844,"-1,441","-1,329",-532,20,62,-154,71,392,575,657
南港區,-415,-361,-705,-632,49,18,22,-69,58,31,132,97
內湖區,-874,"-1,038","-1,455","-1,621",-224,-59,2,-100,-32,326,479,757
士林區,"-1,043",-970,"-1,460","-1,478",-907,-392,80,3,-145,568,739,747
北投區,-656,-966,-719,-457,-829,-985,-10,-47,-71,189,456,582
總計,"-9,733","-9,481","-13,647","-12,100","-6,687","-5,158","-1,442",-264,-304,"5,142","7,590","8,627"
