區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,-127,-8,37,-142,-113,-78,-243,-517,-539,-171,-117,-6
信義區,-139,-265,-146,-224,-167,-109,-164,-278,-187,-153,-115,-216
大安區,-185,58,-75,27,-132,-134,-434,-669,-559,-67,-163,-48
中山區,-158,-30,-171,-140,-120,4,4,-159,-130,-31,-105,9
中正區,34,-218,-45,-32,-152,-185,-384,-492,-546,-83,-308,-160
大同區,47,-88,-32,-156,-157,-106,-171,-314,-117,-62,-100,-96
萬華區,-58,-37,-16,-132,-253,-111,-90,-87,10,-151,-91,-88
文山區,-38,28,145,-145,-25,-86,-163,-307,-215,-64,-175,-107
南港區,-34,-61,-51,-46,-16,-1,82,-15,-60,-18,-87,-112
內湖區,29,-152,-24,-137,-177,9,-214,-368,-238,-13,-183,-76
士林區,-128,-10,-52,-68,-344,43,-218,-415,-301,-249,-117,-67
北投區,-10,-139,-64,-61,-132,-112,-163,-247,-237,-109,-42,-137
總計,-767,-922,-494,"-1,256","-1,788",-866,"-2,158","-3,868","-3,119","-1,171","-1,603","-1,104"
