區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,886,382,566,387,422,272,288,-48,-202,334,264,355
信義區,708,228,524,540,253,264,355,71,-8,233,77,153
大安區,"1,447",823,"1,213","1,032",938,718,347,-32,29,508,432,498
中山區,748,226,576,465,436,361,480,91,76,219,104,192
中正區,459,240,457,312,311,206,183,-152,-172,60,196,175
大同區,339,133,205,140,135,112,51,65,13,38,47,81
萬華區,284,84,190,108,71,59,258,173,46,146,-106,-6
文山區,734,233,389,370,282,396,179,2,-102,266,190,161
南港區,159,-96,60,80,33,53,26,-24,5,42,-12,-10
內湖區,843,326,461,339,316,214,207,-122,9,153,75,137
士林區,836,244,420,292,244,263,349,-171,-29,212,59,104
北投區,578,192,395,68,378,143,133,-48,-69,98,90,208
總計,"8,021","3,015","5,456","4,133","3,819","3,061","2,856",-195,-404,"2,309","1,416","2,048"
