區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,-293,-311,-574,-431,-469,-373,-794,-894,-989,-376,-551,-678
信義區,-510,-481,-899,-716,-631,-342,-565,-779,-825,-644,-559,-601
大安區,-633,-702,-443,-861,-891,-960,"-1,275","-1,450","-1,412",-767,-635,-830
中山區,-397,-445,-670,-611,-714,-414,-687,-778,-903,-897,-691,-993
中正區,-104,-208,-280,-304,-358,-408,-479,-694,-605,-560,-299,-387
大同區,-145,-146,1,-132,-220,-102,-180,-513,-439,-258,-412,-274
萬華區,-364,-338,-607,-465,-584,-329,-382,-507,-489,-525,-592,-495
文山區,-232,-288,-576,-472,-545,-308,-534,-817,-746,-648,-555,-716
南港區,-184,-243,-296,-244,-160,-155,-245,-334,-289,-161,-268,-384
內湖區,-551,-449,-552,-396,-503,-288,-524,-733,-745,-402,-732,-545
士林區,-429,-580,-748,-730,-597,-394,-636,-773,-851,-601,"-1,044","-1,075"
北投區,-271,-358,-472,-279,-437,-360,-528,-523,-868,-630,-257,-309
總計,"-4,113","-4,549","-6,116","-5,641","-6,109","-4,433","-6,829","-8,795","-9,161","-6,469","-6,595","-7,287"
