區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
松山區,-58,-67,-137,-24,-168,-84,-337,-469,-380,12,-102,71
信義區,-206,-327,-338,-259,-239,-278,-267,-163,-252,-47,-135,-118
大安區,-98,-230,105,-183,-97,-68,-336,-557,-408,8,-156,29
中山區,39,-101,-139,-104,-128,-62,-139,-102,-145,-75,-74,-114
中正區,37,86,64,17,-110,-76,-253,-311,-539,-106,63,-83
大同區,-147,-85,-88,-82,-68,-118,-247,-111,-103,-33,-18,-38
萬華區,-156,-239,-208,-207,-214,-221,-112,-166,-62,-29,-155,-164
文山區,-48,-165,-173,-212,-223,-169,-178,-295,-206,11,-92,44
南港區,-128,-79,-153,-98,-140,-44,-55,-50,-71,8,-33,-104
內湖區,-28,-234,-111,-89,-51,-223,-289,-218,-237,-20,112,-78
士林區,-78,-127,-176,-280,-269,-201,-198,-330,-405,-99,-152,-62
北投區,-63,-164,-231,-130,-335,-44,-289,-136,-154,-55,-17,-119
總計,-934,"-1,732","-1,585","-1,651","-2,042","-1,588","-2,700","-2,908","-2,962",-425,-759,-736
